52.99	51.95	50.90	50.33	50.12	50.05
52.79	51.83	50.84	50.31	50.11	50.05
52.61	51.72	50.79	50.30	50.11	50.05
52.45	51.61	50.75	50.28	50.10	50.05
52.29	51.51	50.70	50.26	50.09	50.04
52.14	51.42	50.66	50.25	50.09	50.04
52.01	51.33	50.62	50.24	50.08	50.04
51.88	51.25	50.59	50.22	50.08	50.04
51.76	51.17	50.55	50.21	50.07	50.03
51.64	51.10	50.52	50.20	50.07	50.03
51.54	51.03	50.49	50.19	50.07	50.03
51.44	50.97	50.46	50.18	50.06	50.03
51.35	50.91	50.43	50.17	50.06	50.03
51.26	50.85	50.41	50.16	50.06	50.03
51.18	50.80	50.38	50.15	50.05	50.02
51.10	50.75	50.36	50.14	50.05	50.02
51.03	50.70	50.34	50.13	50.05	50.02
50.97	50.66	50.32	50.12	50.05	50.02
50.91	50.62	50.30	50.12	50.04	50.02
50.85	50.58	50.28	50.11	50.04	50.02
50.79	50.54	50.27	50.10	50.04	50.02
50.74	50.51	50.25	50.10	50.04	50.02
50.70	50.48	50.24	50.09	50.03	50.02
50.65	50.45	50.22	50.09	50.03	50.01
50.61	50.42	50.21	50.08	50.03	50.01
50.57	50.39	50.20	50.08	50.03	50.01
50.53	50.37	50.19	50.07	50.03	50.01
50.50	50.35	50.17	50.07	50.03	50.01
50.47	50.32	50.16	50.07	50.02	50.01
50.44	50.30	50.15	50.06	50.02	50.01
50.41	50.29	50.15	50.06	50.02	50.01
50.38	50.27	50.14	50.06	50.02	50.01
50.36	50.25	50.13	50.05	50.02	50.01
50.34	50.24	50.12	50.05	50.02	50.01
50.31	50.22	50.11	50.05	50.02	50.01
50.29	50.21	50.11	50.04	50.02	50.01
50.28	50.19	50.10	50.04	50.02	50.01
50.26	50.18	50.09	50.04	50.01	50.01
50.24	50.17	50.09	50.04	50.01	50.01
50.23	50.16	50.08	50.03	50.01	50.01
50.21	50.15	50.08	50.03	50.01	50.01
50.20	50.14	50.07	50.03	50.01	50.01
50.19	50.13	50.07	50.03	50.01	50.00
50.17	50.12	50.07	50.03	50.01	50.00
50.16	50.12	50.06	50.03	50.01	50.00
50.15	50.11	50.06	50.02	50.01	50.00
50.14	50.10	50.05	50.02	50.01	50.00
50.13	50.10	50.05	50.02	50.01	50.00
50.12	50.09	50.05	50.02	50.01	50.00
50.12	50.08	50.05	50.02	50.01	50.00
50.11	50.08	50.04	50.02	50.01	50.00
50.10	50.07	50.04	50.02	50.01	50.00
50.10	50.07	50.04	50.02	50.01	50.00
50.09	50.07	50.04	50.02	50.01	50.00
50.08	50.06	50.03	50.01	50.01	50.00
50.08	50.06	50.03	50.01	50.01	50.00
50.07	50.05	50.03	50.01	50.00	50.00
50.07	50.05	50.03	50.01	50.00	50.00
50.06	50.05	50.03	50.01	50.00	50.00
50.06	50.04	50.02	50.01	50.00	50.00
50.06	50.04	50.02	50.01	50.00	50.00
50.05	50.04	50.02	50.01	50.00	50.00
50.05	50.04	50.02	50.01	50.00	50.00
50.05	50.03	50.02	50.01	50.00	50.00
50.04	50.03	50.02	50.01	50.00	50.00
50.04	50.03	50.02	50.01	50.00	50.00
50.04	50.03	50.02	50.01	50.00	50.00
50.04	50.03	50.01	50.01	50.00	50.00
50.03	50.02	50.01	50.01	50.00	50.00
50.03	50.02	50.01	50.01	50.00	50.00
50.03	50.02	50.01	50.01	50.00	50.00
50.03	50.02	50.01	50.01	50.00	50.00
50.03	50.02	50.01	50.00	50.00	50.00
50.02	50.02	50.01	50.00	50.00	50.00
50.02	50.02	50.01	50.00	50.00	50.00
50.02	50.02	50.01	50.00	50.00	50.00
50.02	50.01	50.01	50.00	50.00	50.00
50.02	50.01	50.01	50.00	50.00	50.00
50.02	50.01	50.01	50.00	50.00	50.00
50.02	50.01	50.01	50.00	50.00	50.00
